CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,ContractTypeEncoded,IsSenior,HasTechSupport,Contract_TechSupport,AvgCharges_Tenure,LogMonthlyCharges,LogTotalCharges
CUST_1258,28,Female,Two year,56.97,284.85,Yes,Fiber optic,5,Yes,Bank transfer,No,56.970000000000006,3,0,1,3,284.85,4.059925635351641,5.65546719770998
CUST_63,34,Male,Month-to-month,68.76,2681.64,Yes,Fiber optic,39,No,Credit card,No,68.75999999999999,1,0,1,1,2681.6399999999994,4.245060779600724,7.894556663264152
CUST_537,30,Female,Two year,27.11,1735.04,No,Fiber optic,64,Yes,Credit card,No,27.11,3,0,0,0,1735.04,3.3361253849184402,7.459361936429499
CUST_1479,44,Female,Month-to-month,29.62,355.44,No,DSL,12,Yes,Credit card,No,29.62,1,0,0,0,355.44,3.4216533902295376,5.876165922744518
CUST_2220,32,Female,Month-to-month,51.95,2129.95,Yes,Fiber optic,41,Yes,Bank transfer,No,51.949999999999996,1,0,1,1,2129.95,3.9693480720474152,7.664323168660518
CUST_2057,56,Male,Month-to-month,52.06,3644.2,No,DSL,70,No,Bank transfer,Yes,52.059999999999995,1,0,0,0,3644.2,3.9714233487095933,8.201166512621972
CUST_2572,66,Male,One year,117.99,8259.3,No,DSL,70,Yes,Credit card,No,117.99,2,1,0,0,8259.3,4.7790394559670615,9.019216185468073
CUST_1724,67,Female,Month-to-month,52.7,1106.7,No,Fiber optic,21,Yes,Mailed check,No,52.7,1,1,0,0,1106.7,3.983413001514819,7.0100410725228866
CUST_1299,55,Female,Month-to-month,37.61,977.86,No,DSL,26,Yes,Credit card,Yes,37.61,1,0,0,0,977.86,3.6535113102761447,6.886388629240246
CUST_4491,69,Male,Month-to-month,79.05,3715.35,No,DSL,47,No,Credit card,No,79.05,1,1,0,0,3715.35,4.382651439442723,8.220497282796554
CUST_3986,64,Male,Two year,81.96,2540.76,No,No,31,Yes,Bank transfer,No,81.96000000000001,3,1,0,0,2540.76,4.418358563921272,7.840612033444767
CUST_2862,52,Female,Month-to-month,62.09,807.17,No,Fiber optic,13,Yes,Bank transfer,Yes,62.089999999999996,1,0,0,0,807.17,4.144562278382718,6.694772432430557
CUST_378,57,Male,Month-to-month,38.99,77.98,Yes,DSL,2,Yes,Mailed check,No,38.99,1,0,1,1,77.98,3.688629422858727,4.369194655858503
CUST_2168,51,Female,Month-to-month,26.48,1721.2,No,No,65,Yes,Credit card,Yes,26.48,1,0,0,0,1721.2,3.3134584673541485,7.4513578222620644
CUST_3741,27,Female,Two year,78.28,3835.72,Yes,DSL,49,Yes,Credit card,No,78.28,3,0,1,3,3835.7200000000003,4.372985890021733,8.252373113906891
CUST_1226,64,Female,One year,58.43,3739.52,No,DSL,64,Yes,Bank transfer,No,58.43,2,1,0,0,3739.52,4.084799149378569,8.226979918176925
CUST_268,54,Female,Two year,32.94,2174.04,No,No,66,Yes,Credit card,No,32.94,3,0,0,0,2174.04,3.52459425980608,7.684802334158273
CUST_3292,34,Male,Two year,102.79,3186.49,No,No,31,Yes,Mailed check,No,102.78999999999999,3,0,0,0,3186.49,4.642369626977198,8.066989052206859
CUST_535,58,Female,Month-to-month,115.77,231.54,No,Fiber optic,2,Yes,Mailed check,Yes,115.77,1,0,0,0,231.54,4.760206188087623,5.449062253240462
CUST_3956,41,Female,Month-to-month,104.54,209.08,Yes,No,2,No,Electronic check,No,104.54,1,0,1,1,209.08,4.659090027977522,5.347488410554486
CUST_4254,60,Male,Month-to-month,58.18,174.54,No,DSL,3,Yes,Electronic check,No,58.18,1,0,0,0,174.54,4.080583646972063,5.167866937163971
CUST_1155,36,Male,Month-to-month,118.64,2847.36,Yes,No,24,Yes,Mailed check,No,118.64,1,0,1,1,2847.36,4.784487233761747,7.954498669037873
CUST_4572,63,Female,Month-to-month,49.37,641.81,No,Fiber optic,13,Yes,Bank transfer,No,49.37,1,1,0,0,641.81,3.919395759757559,6.465849190680744
CUST_825,59,Male,Two year,118.59,4743.6,No,No,40,Yes,Credit card,Yes,118.59,3,0,0,0,4743.6,4.784069225980716,8.464762408228264
CUST_1490,28,Female,Two year,74.41,4836.65,No,DSL,65,Yes,Electronic check,No,74.41,3,0,0,0,4836.65,4.322939892214555,8.484184344609245
CUST_319,61,Female,Month-to-month,79.82,1995.5,Yes,DSL,25,Yes,Credit card,No,79.82,1,1,1,1,1995.4999999999998,4.392224459650327,7.599150926503276
CUST_3008,41,Male,One year,113.49,8057.79,No,No,71,Yes,Electronic check,No,113.49,2,0,0,0,8057.79,4.740487482935721,8.994518700161448
CUST_347,66,Female,Two year,66.17,2845.31,No,Fiber optic,43,No,Credit card,No,66.17,3,1,0,0,2845.31,4.207226719278773,7.953778697524668
CUST_1647,24,Male,One year,104.12,728.84,No,No,7,Yes,Mailed check,No,104.12,2,0,0,0,728.84,4.6551025547363,6.5928253320372185
CUST_4243,41,Male,One year,94.82,2654.96,Yes,DSL,28,Yes,Electronic check,No,94.82000000000001,2,0,1,2,2654.96,4.562471431454976,7.884561450241954
CUST_1003,65,Male,One year,50.79,1828.44,No,No,36,No,Credit card,Yes,50.79,2,1,0,0,1828.44,3.9471970804358,7.511765188075606
CUST_1125,53,Female,Two year,114.49,4121.64,No,DSL,36,No,Mailed check,No,114.49000000000001,3,0,0,0,4121.64,4.749183946126996,8.324249013832869
CUST_795,66,Female,Month-to-month,65.5,196.5,No,DSL,3,No,Bank transfer,Yes,65.5,1,1,0,0,196.5,4.197201947661808,5.285738584341177
CUST_1993,28,Female,Month-to-month,49.4,642.2,No,Fiber optic,13,Yes,Credit card,No,49.400000000000006,1,0,0,0,642.2,3.919991175077323,6.466455717864757
CUST_387,30,Female,Month-to-month,32.73,392.76,No,DSL,12,Yes,Credit card,Yes,32.73,1,0,0,0,392.76,3.5183876490735586,5.975741586642745
CUST_485,52,Female,Month-to-month,39.79,2307.82,Yes,DSL,58,No,Electronic check,No,39.790000000000006,1,0,1,1,2307.82,3.7084369533294668,7.74449185049075
CUST_899,37,Female,One year,105.37,2634.25,No,DSL,25,No,Electronic check,Yes,105.37,2,0,0,0,2634.25,4.666923582263573,7.876733333135299
CUST_4803,47,Female,Month-to-month,94.32,2075.04,No,No,22,No,Bank transfer,No,94.32,1,0,0,0,2075.04,4.557239652230541,7.6382175119228926
CUST_699,62,Male,Month-to-month,102.33,1023.3,No,Fiber optic,10,Yes,Mailed check,No,102.33,1,1,0,0,1023.3,4.637927750226264,6.931764731442489
CUST_3722,61,Male,Month-to-month,35.33,2473.1,No,Fiber optic,70,Yes,Electronic check,No,35.33,1,1,0,0,2473.1,3.5926438462331105,7.8136319725074195
CUST_4446,40,Male,Month-to-month,71.47,929.11,Yes,DSL,13,Yes,Mailed check,Yes,71.47,1,0,1,1,929.11,4.28317268312119,6.835302858722717
CUST_3142,45,Female,Two year,75.36,5049.12,Yes,No,67,Yes,Electronic check,No,75.36,3,0,1,3,5049.12,4.335458998857547,8.527167284363323
CUST_2363,30,Male,Month-to-month,76.51,3595.97,No,No,47,Yes,Credit card,No,76.50999999999999,1,0,0,0,3595.9699999999993,4.35040696029342,8.187847103377274
CUST_3206,40,Female,Two year,105.15,1892.7,Yes,Fiber optic,18,No,Credit card,Yes,105.15,3,0,1,3,1892.7,4.664853188149265,7.546287866268859
CUST_1121,54,Male,Two year,23.57,471.4,No,DSL,20,No,Mailed check,No,23.57,3,0,0,0,471.4,3.2015261865330875,6.157826084323207
CUST_3358,67,Male,Month-to-month,38.75,620.0,No,DSL,16,No,Credit card,No,38.75,1,1,0,0,620.0,3.6826098411003407,6.431331081933479
CUST_2218,41,Male,Month-to-month,52.41,524.1,No,Fiber optic,10,Yes,Electronic check,No,52.410000000000004,1,0,0,0,524.1,3.9779979943516786,6.2635887206438134
CUST_707,22,Male,Month-to-month,102.74,1232.88,Yes,No,12,Yes,Electronic check,Yes,102.74000000000001,1,0,1,1,1232.88,4.641887768923254,7.11791895500418
CUST_2349,42,Female,Month-to-month,43.97,2330.41,No,DSL,53,Yes,Credit card,No,43.97,1,0,0,0,2330.41,3.805995600782616,7.754228513744784
CUST_974,52,Female,Month-to-month,86.44,4408.44,No,No,51,Yes,Bank transfer,No,86.44,1,0,0,0,4408.44,4.470952843868283,8.39150297625074
CUST_1342,54,Male,Month-to-month,114.96,6207.84,No,Fiber optic,54,Yes,Bank transfer,No,114.96000000000001,1,0,0,0,6207.84,4.753245304053454,8.73372936198793
CUST_1810,38,Male,Month-to-month,52.47,2413.62,Yes,Fiber optic,46,Yes,Electronic check,No,52.47,1,0,1,1,2413.62,3.97912074896064,7.789297203809399
CUST_3580,20,Male,Month-to-month,92.77,2597.56,No,DSL,28,Yes,Mailed check,No,92.77,1,0,0,0,2597.56,4.540844975431534,7.862712724426292
CUST_4171,44,Male,Two year,50.91,3156.42,No,No,62,Yes,Credit card,No,50.910000000000004,3,0,0,0,3156.42,3.9495114498391373,8.057510517403276
CUST_2745,27,Male,Two year,90.95,5457.0,No,DSL,60,Yes,Mailed check,No,90.95,3,0,0,0,5457.0,4.52124495105033,8.604837701268284
CUST_2050,39,Male,Month-to-month,92.91,1114.92,Yes,DSL,12,Yes,Mailed check,No,92.91000000000001,1,0,1,1,1114.92,4.542336876816522,7.017434455783979
CUST_2182,39,Female,Two year,35.71,464.23,No,No,13,Yes,Credit card,Yes,35.71,3,0,0,0,464.23,3.6030491975087426,6.142531906957312
CUST_790,43,Male,One year,107.1,3855.6,No,DSL,36,Yes,Credit card,No,107.1,2,0,0,0,3855.6,4.683056724645162,8.257541245285504
CUST_1847,56,Female,Month-to-month,68.36,2666.04,No,Fiber optic,39,Yes,Bank transfer,No,68.36,1,0,0,0,2666.04,4.239310332472286,7.888724522194778
CUST_3693,32,Female,Month-to-month,116.68,8400.96,No,Fiber optic,72,No,Credit card,Yes,116.67999999999999,1,0,0,0,8400.96,4.767969076293182,9.03622029094675
CUST_1193,39,Male,Month-to-month,40.72,447.92,No,No,11,Yes,Credit card,No,40.72,1,0,0,0,447.91999999999996,3.7309806301325716,6.106844698148055
CUST_469,46,Female,Two year,77.3,1777.9,No,No,23,Yes,Credit card,No,77.3,3,0,0,0,1777.8999999999999,4.360547602996757,7.483750474731224
CUST_634,18,Male,Two year,56.85,1932.9,No,Fiber optic,34,Yes,Bank transfer,Yes,56.85,3,0,0,0,1932.9,4.0578534536396855,7.5672939683682525
CUST_4519,65,Male,Two year,96.32,5490.24,No,DSL,57,Yes,Credit card,No,96.32,3,1,0,0,5490.24,4.578004517915321,8.610909374209342
CUST_1798,61,Male,Month-to-month,29.55,709.2,No,Fiber optic,24,No,Mailed check,No,29.55,1,1,0,0,709.2,3.4193646856176043,6.565546620508988
CUST_380,40,Female,Two year,61.83,1793.07,No,Fiber optic,29,No,Mailed check,No,61.83,3,0,0,0,1793.07,4.140432666414855,7.492242060809584
CUST_4351,46,Male,Two year,95.07,1235.91,No,Fiber optic,13,Yes,Electronic check,No,95.07000000000001,3,0,0,0,1235.91,4.565077092421647,7.120371613076231
CUST_1896,45,Female,One year,22.91,114.55,No,Fiber optic,5,Yes,Electronic check,No,22.91,2,0,0,0,114.55,3.1742967814702334,4.74970333672039
CUST_3604,24,Male,Month-to-month,33.17,165.85,Yes,DSL,5,No,Electronic check,No,33.17,1,0,1,1,165.85000000000002,3.5313480661272005,5.117095205197383
CUST_1966,70,Female,Month-to-month,67.23,3428.73,No,DSL,51,Yes,Credit card,Yes,67.23,1,1,0,0,3428.73,4.222884350827332,8.140236819860458
CUST_3825,67,Male,Month-to-month,44.41,1243.48,No,DSL,28,No,Bank transfer,No,44.410000000000004,1,1,0,0,1243.48,3.8157323451098595,7.126473050967382
CUST_3213,44,Female,Month-to-month,69.43,1596.89,No,Fiber optic,23,Yes,Mailed check,No,69.43,1,0,0,0,1596.89,4.254619308757319,7.376439287911854
CUST_3356,39,Female,Month-to-month,70.38,3167.1,No,DSL,45,Yes,Bank transfer,No,70.38,1,0,0,0,3167.1,4.268017718062014,8.060887318092696
CUST_375,53,Male,Month-to-month,93.55,2619.4,No,No,28,Yes,Mailed check,No,93.55,1,0,0,0,2619.4,4.549128795104466,7.871082256857721
CUST_284,62,Male,One year,25.1,476.9,No,No,19,No,Bank transfer,No,25.099999999999998,2,1,0,0,476.9,3.261935314328648,6.169401505584112
CUST_613,45,Female,Two year,54.41,1414.66,Yes,DSL,26,Yes,Electronic check,No,54.410000000000004,3,0,1,3,1414.66,4.014760082879258,7.255351132427574
CUST_2630,44,Male,Month-to-month,45.09,991.98,No,Fiber optic,22,Yes,Electronic check,No,45.09,1,0,0,0,991.98,3.8305960067324167,6.900710522855432
CUST_2264,42,Male,Month-to-month,60.06,2822.82,Yes,DSL,47,No,Credit card,No,60.06,1,0,1,1,2822.82,4.111856987306732,7.9458458572049215
CUST_1587,43,Male,One year,104.5,4389.0,Yes,No,42,Yes,Mailed check,No,104.5,2,0,1,2,4389.0,4.658710952916121,8.387084506069217
CUST_1152,44,Male,Month-to-month,118.87,2615.14,No,No,22,No,Electronic check,Yes,118.86999999999999,1,0,0,0,2615.14,4.786407822219008,7.8694552279646866
CUST_1953,20,Male,Month-to-month,28.61,314.71,Yes,Fiber optic,11,No,Credit card,No,28.61,1,0,1,1,314.71,3.3881121421134996,5.754824070703715
CUST_2825,46,Male,Month-to-month,25.49,25.49,No,DSL,1,Yes,Mailed check,No,25.49,1,0,0,0,25.49,3.2767673032839784,3.2767673032839784
CUST_3038,45,Female,Month-to-month,43.68,2533.44,No,Fiber optic,58,Yes,Credit card,Yes,43.68,1,0,0,0,2533.44,3.799525974201,7.837727984323842
CUST_226,24,Female,One year,51.95,3480.65,Yes,No,67,Yes,Credit card,No,51.95,2,0,1,2,3480.65,3.9693480720474152,8.155261598331682
CUST_1434,45,Female,One year,104.36,1043.6,No,Fiber optic,10,Yes,Electronic check,Yes,104.35999999999999,2,0,0,0,1043.6,4.657383057435025,6.9513893160021984
CUST_890,18,Female,Two year,43.74,131.22,Yes,No,3,Yes,Bank transfer,No,43.74,3,0,1,3,131.22,3.8008679560619836,4.884467201905432
CUST_4692,32,Male,Month-to-month,40.93,1923.71,No,DSL,47,No,Mailed check,No,40.93,1,0,0,0,1923.71,3.736001561182671,7.562530586022482
CUST_1733,32,Male,Month-to-month,64.8,583.2,No,DSL,9,No,Bank transfer,No,64.80000000000001,1,0,0,0,583.2,4.186619838331271,6.37024338995364
CUST_4260,64,Male,One year,36.54,328.86,No,DSL,9,Yes,Mailed check,No,36.54,2,1,0,0,328.86,3.6254070311583626,5.798668322020006
CUST_1661,36,Female,Month-to-month,36.15,2458.2,No,DSL,68,Yes,Credit card,Yes,36.15,1,0,0,0,2458.2,3.614963771163768,7.807591372784331
CUST_650,68,Male,Month-to-month,30.6,979.2,No,DSL,32,Yes,Mailed check,No,30.6,1,1,0,0,979.2,3.4531571205928664,6.887756632475447
CUST_2049,26,Male,Month-to-month,59.85,478.8,No,DSL,8,Yes,Bank transfer,No,59.85,1,0,0,0,478.8,4.108411819433536,6.173369350405594
CUST_2393,39,Male,Month-to-month,93.74,6655.54,Yes,Fiber optic,71,Yes,Bank transfer,No,93.74,1,0,1,1,6655.54,4.5511362974956056,8.803355109017891
CUST_2991,25,Male,One year,109.45,7770.95,Yes,Fiber optic,71,No,Bank transfer,Yes,109.45,2,0,1,2,7770.95,4.7045629298661265,8.958276377126147
CUST_4528,31,Male,Month-to-month,33.89,1897.84,No,Fiber optic,56,No,Mailed check,No,33.89,1,0,0,0,1897.8400000000001,3.5522002551986827,7.54899845239166
CUST_3967,37,Female,Month-to-month,72.35,289.4,Yes,DSL,4,Yes,Credit card,No,72.35,1,0,1,1,289.4,4.29524250458899,5.671259282950641
CUST_3065,22,Female,One year,111.74,4693.08,No,Fiber optic,42,Yes,Bank transfer,No,111.74,2,0,0,0,4693.08,4.7250842826534285,8.454057419299398
CUST_630,55,Male,Two year,106.83,2991.24,No,Fiber optic,28,Yes,Bank transfer,No,106.83,3,0,0,0,2991.24,4.680555912893981,8.003777549781148
CUST_2020,57,Female,Month-to-month,52.11,1563.3,No,No,30,Yes,Mailed check,No,52.11,1,0,0,0,1563.3,3.9723652344343074,7.355193718567724
CUST_2400,64,Male,Month-to-month,39.15,2466.45,No,DSL,63,Yes,Electronic check,No,39.15,1,1,0,0,2466.45,3.6926224403927703,7.810940507677811
CUST_2288,52,Male,Month-to-month,47.03,3151.01,No,DSL,67,No,Electronic check,No,47.03,1,0,0,0,3151.01,3.8718258156767327,8.05579562356157
CUST_3239,69,Female,Two year,113.8,341.4,No,No,3,No,Mailed check,No,113.8,3,1,0,0,341.4,4.743191483885466,5.835979644267587
CUST_1550,58,Female,Month-to-month,114.33,3772.89,No,No,33,Yes,Credit card,No,114.33,1,0,0,0,3772.89,4.747797584237847,8.235861578709866
CUST_93,28,Female,One year,64.96,194.88,No,DSL,3,Yes,Credit card,Yes,64.96,2,0,0,0,194.88,4.189048497691398,5.277502226834116
CUST_417,49,Male,Month-to-month,94.77,5686.2,No,Fiber optic,60,Yes,Electronic check,No,94.77,1,0,0,0,5686.2,4.561949483533528,8.645973314615272
CUST_2221,21,Female,One year,110.7,664.2,No,Fiber optic,6,No,Mailed check,No,110.7,2,0,0,0,664.2,4.715816706075155,6.500087747318773
CUST_2351,45,Female,Month-to-month,68.31,2322.54,Yes,Fiber optic,34,No,Mailed check,Yes,68.31,1,0,1,1,2322.54,4.238589195929893,7.7508471637846394
CUST_2030,38,Male,Month-to-month,92.61,5093.55,No,Fiber optic,55,Yes,Credit card,No,92.61,1,0,0,0,5093.55,4.539137215383653,8.535926619872017
CUST_168,56,Male,Month-to-month,118.15,3190.05,No,DSL,27,Yes,Bank transfer,No,118.15,1,0,0,0,3190.05,4.780383203544751,8.068105295224742
CUST_227,20,Female,Month-to-month,86.33,5179.8,Yes,No,60,Yes,Credit card,No,86.33,1,0,1,1,5179.8,4.469694046425642,8.552714763483316
CUST_2606,53,Female,Month-to-month,55.02,935.34,Yes,DSL,17,Yes,Bank transfer,No,55.02,1,0,1,1,935.34,4.0257087698319625,6.841978658382307
CUST_2105,30,Female,Month-to-month,79.14,3007.32,No,DSL,38,Yes,Credit card,No,79.14,1,0,0,0,3007.32,4.383775105207999,8.009137062390186
CUST_3324,58,Male,Two year,63.67,4265.89,No,Fiber optic,67,No,Credit card,No,63.67,3,0,0,0,4265.89,4.169297415458502,8.358640503619712
CUST_626,38,Female,Month-to-month,116.69,1166.9,Yes,DSL,10,Yes,Bank transfer,No,116.69000000000001,1,0,1,1,1166.9,4.768054048889571,7.062962543284519
CUST_875,24,Male,Month-to-month,113.24,4529.6,No,Fiber optic,40,No,Credit card,No,113.24000000000001,1,0,0,0,4529.6,4.738301498591274,8.418609660037434
CUST_3024,69,Male,One year,88.45,4157.15,No,Fiber optic,47,No,Credit card,No,88.44999999999999,2,1,0,0,4157.15,4.493679809954728,8.332825542803345
CUST_2199,33,Female,Month-to-month,71.25,1852.5,No,DSL,26,Yes,Bank transfer,No,71.25,1,0,0,0,1852.5,4.2801323269925415,7.524831022590787
CUST_3430,41,Female,Month-to-month,34.91,488.74,Yes,DSL,14,Yes,Electronic check,No,34.910000000000004,1,0,1,1,488.74000000000007,3.581015808237991,6.193874638035279
CUST_2679,27,Female,Month-to-month,96.85,6876.35,No,Fiber optic,71,Yes,Electronic check,No,96.85000000000001,1,0,0,0,6876.35,4.583435693842085,8.835988682310065
CUST_4272,68,Male,One year,79.01,2607.33,Yes,DSL,33,Yes,Mailed check,No,79.00999999999999,2,1,1,2,2607.33,4.382151626862033,7.866465448784155
CUST_980,28,Female,Month-to-month,68.63,1647.12,No,Fiber optic,24,Yes,Electronic check,No,68.63,1,0,0,0,1647.12,4.2431955089544555,7.407390523352475
CUST_952,45,Female,Two year,26.97,269.7,Yes,No,10,Yes,Mailed check,Yes,26.97,3,0,1,3,269.7,3.331132507213868,5.601011196620255
CUST_669,30,Male,Month-to-month,68.09,4834.39,No,Fiber optic,71,Yes,Bank transfer,Yes,68.09,1,0,0,0,4834.39,4.2354100025007035,8.483717066475148
CUST_1219,33,Female,Month-to-month,50.79,2895.03,No,Fiber optic,57,No,Electronic check,Yes,50.790000000000006,1,0,0,0,2895.03,3.9471970804358,7.971096112567974
CUST_2449,64,Female,Month-to-month,58.96,1709.84,No,Fiber optic,29,Yes,Credit card,No,58.959999999999994,1,1,0,0,1709.84,4.093677673234397,7.44473975695387
CUST_3606,52,Female,Two year,116.84,4089.4,No,Fiber optic,35,Yes,Bank transfer,No,116.84,3,0,0,0,4089.4,4.769327772154375,8.316398043765789
CUST_2163,49,Male,One year,47.02,2209.94,Yes,Fiber optic,47,No,Credit card,No,47.02,2,0,1,2,2209.94,3.871617590793107,7.7011730434471675
CUST_443,23,Male,Two year,40.29,2618.85,Yes,Fiber optic,65,Yes,Credit card,No,40.29,3,0,1,3,2618.85,3.720620339897999,7.870872343207792
CUST_293,49,Male,Two year,80.77,2100.02,No,DSL,26,Yes,Credit card,Yes,80.77,3,0,0,0,2100.02,4.4039104281738854,7.650178220076227
CUST_3634,42,Female,One year,112.53,2475.66,Yes,DSL,22,No,Mailed check,No,112.52999999999999,2,0,1,2,2475.66,4.732067119176442,7.8146661572500316
CUST_3647,42,Female,One year,37.0,2442.0,Yes,No,66,Yes,Electronic check,No,37.0,2,0,1,2,2442.0,3.6375861597263857,7.8009820712577405
CUST_1313,70,Male,Month-to-month,79.83,2794.05,No,No,35,Yes,Credit card,Yes,79.83,1,1,0,0,2794.0499999999997,4.392348183745753,7.935605274516848
CUST_1591,41,Female,Two year,78.69,157.38,No,DSL,2,No,Electronic check,No,78.69,3,0,0,0,157.38,4.378144107409657,5.064997208782266
CUST_4249,54,Female,Two year,24.41,244.1,No,DSL,10,No,Mailed check,Yes,24.41,3,0,0,0,244.1,3.2351427973320726,5.501666290534066
CUST_1436,39,Male,Two year,110.13,3854.55,No,No,35,Yes,Electronic check,No,110.13000000000001,3,0,0,0,3854.55,4.710700687197555,8.257268947675502
CUST_2088,66,Male,Month-to-month,67.53,540.24,Yes,Fiber optic,8,Yes,Electronic check,Yes,67.53,1,1,1,1,540.24,4.227271605597732,6.293862803395443
CUST_2597,24,Male,Two year,77.94,4910.22,Yes,Fiber optic,63,No,Electronic check,No,77.94,3,0,1,3,4910.22,4.368688070234701,8.499277662429478
CUST_4431,24,Female,Month-to-month,104.51,3553.34,Yes,Fiber optic,34,Yes,Credit card,No,104.51,1,0,1,1,3553.34,4.658805735154001,8.175924670993064
CUST_4229,67,Female,One year,61.31,3310.74,No,DSL,54,Yes,Credit card,Yes,61.309999999999995,2,1,0,0,3310.74,4.13212192655613,8.105229010008214
CUST_2742,48,Female,Month-to-month,69.27,969.78,No,No,14,Yes,Mailed check,Yes,69.27,1,0,0,0,969.78,4.252344965204106,6.878099872074512
CUST_422,38,Female,Two year,34.92,2304.72,No,DSL,66,Yes,Bank transfer,No,34.919999999999995,3,0,0,0,2304.72,3.581294243433999,7.743148271080301
CUST_2267,34,Male,Two year,26.14,1646.82,No,Fiber optic,63,Yes,Bank transfer,No,26.14,3,0,0,0,1646.82,3.301008654406723,7.4072084812031465
CUST_1041,23,Male,Month-to-month,36.06,180.3,No,Fiber optic,5,Yes,Electronic check,No,36.06,1,0,0,0,180.3,3.6125382208572137,5.200153117760805
CUST_1514,63,Female,Month-to-month,53.82,2906.28,Yes,No,54,Yes,Credit card,No,53.82,1,1,1,1,2906.28,4.0040550908746395,7.974973215149923
CUST_2906,50,Female,Month-to-month,71.52,0.0,Yes,No,0,Yes,Bank transfer,No,0.0,1,0,1,1,0.0,4.28386238588665,0.0
CUST_3916,45,Female,Month-to-month,44.05,2995.4,Yes,DSL,68,Yes,Bank transfer,No,44.050000000000004,1,0,1,1,2995.4,3.807772984054347,8.005166847073728
CUST_4681,21,Female,Month-to-month,54.52,3325.72,Yes,No,61,Yes,Electronic check,No,54.519999999999996,1,0,1,1,3325.72,4.016743316198549,8.109742112573016
CUST_578,28,Female,Two year,80.04,5282.64,No,DSL,66,Yes,Credit card,No,80.04,3,0,0,0,5282.64,4.394942859940428,8.572370533116857
CUST_137,61,Male,Month-to-month,43.33,2469.81,No,No,57,Yes,Bank transfer,No,43.33,1,1,0,0,2469.81,3.791661648756962,7.812301311085692
CUST_3176,64,Female,Month-to-month,56.41,225.64,No,Fiber optic,4,Yes,Electronic check,No,56.41,1,1,0,0,225.64,4.050218504179545,5.423362855522261
CUST_1701,55,Male,One year,44.69,2770.78,Yes,No,62,Yes,Electronic check,No,44.690000000000005,2,0,1,2,2770.78,3.82187945557518,7.927244992080854
CUST_3761,46,Female,Month-to-month,71.17,4412.54,No,Fiber optic,62,Yes,Credit card,Yes,71.17,1,0,0,0,4412.54,4.279024447084182,8.392432367521064
CUST_4775,38,Female,Two year,101.62,5385.86,No,Fiber optic,53,Yes,Credit card,No,101.61999999999999,3,0,0,0,5385.86,4.631032845513818,8.591717933852015
CUST_4201,47,Female,Month-to-month,115.81,694.86,Yes,No,6,Yes,Electronic check,No,115.81,1,0,1,1,694.86,4.760548683167604,6.5451484906758735
CUST_4031,61,Female,Month-to-month,63.44,0.0,No,DSL,0,Yes,Mailed check,No,0.0,1,1,0,0,0.0,4.165734558308773,0.0
CUST_336,50,Female,Month-to-month,90.51,3801.42,No,Fiber optic,42,Yes,Electronic check,No,90.51,1,0,0,0,3801.42,4.516448255927287,8.24339298512186
CUST_2777,35,Female,Month-to-month,27.07,1218.15,No,Fiber optic,45,No,Electronic check,No,27.07,1,0,0,0,1218.15,3.334701390373791,7.105909173592741
CUST_575,57,Female,Month-to-month,74.89,973.57,Yes,No,13,Yes,Bank transfer,No,74.89,1,0,1,1,973.57,4.3292849234158215,6.88199634807641
CUST_339,47,Female,Month-to-month,94.66,3502.42,No,Fiber optic,37,No,Bank transfer,Yes,94.66,1,0,0,0,3502.42,4.560800238252151,8.161494913241333
CUST_4060,28,Male,Month-to-month,94.61,2081.42,No,DSL,22,Yes,Electronic check,No,94.61,1,0,0,0,2081.42,4.560277417097355,7.641285957936962
CUST_2772,21,Male,Month-to-month,115.27,2997.02,No,No,26,Yes,Electronic check,No,115.27,1,0,0,0,2997.02,4.755915072680517,8.005707349754367
CUST_4490,27,Male,One year,73.27,2344.64,No,No,32,No,Bank transfer,No,73.27,2,0,0,0,2344.64,4.3077071016812045,7.760313564752931
CUST_335,30,Male,Month-to-month,96.19,4424.74,Yes,No,46,No,Bank transfer,No,96.19,1,0,1,1,4424.74,4.576667825515379,8.395192775098796
CUST_1783,56,Male,Two year,95.07,950.7,Yes,Fiber optic,10,Yes,Electronic check,No,95.07000000000001,3,0,1,3,950.7,4.565077092421647,6.858249859078297
CUST_3401,40,Male,Month-to-month,22.12,1061.76,No,Fiber optic,48,No,Mailed check,No,22.12,1,0,0,0,1061.76,3.1406980438041767,6.968624576745324
CUST_4587,62,Male,Month-to-month,46.92,844.56,No,No,18,No,Bank transfer,No,46.919999999999995,1,1,0,0,844.56,3.8695329538071936,6.739999129747485
CUST_3844,27,Male,Two year,21.63,1103.13,No,Fiber optic,51,Yes,Electronic check,No,21.630000000000003,3,0,0,0,1103.13,3.119276459645446,7.006812973527815
CUST_2284,67,Female,Month-to-month,47.99,3311.31,Yes,Fiber optic,69,Yes,Electronic check,No,47.99,1,1,1,1,3311.31,3.8916161956504833,8.10540111015885
CUST_1478,65,Female,Month-to-month,48.1,1779.7,No,Fiber optic,37,No,Mailed check,No,48.1,1,1,0,0,1779.7,3.893859034800475,7.4847618244072684
CUST_2695,47,Male,One year,46.67,1493.44,No,Fiber optic,32,No,Mailed check,No,46.67,2,0,0,0,1493.44,3.864302269216734,7.309506833711648
