CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn
CUST_2720,51,Female,Month-to-month,23.44,914.16,No,Fiber optic,39,No,Electronic check,No
CUST_2900,53,Female,Month-to-month,65.58,459.06,No,Fiber optic,7,No,Electronic check,No
CUST_3092,20,Female,Month-to-month,110.5,773.5,No,Fiber optic,7,No,Bank transfer,No
CUST_1267,48,Female,Month-to-month,67.65,1082.4,No,No,16,Yes,Bank transfer,No
CUST_491,46,Female,Month-to-month,20.49,20.49,No,Fiber optic,1,Yes,Credit card,No
CUST_2790,51,Male,Month-to-month,98.85,1680.45,No,DSL,17,No,Credit card,No
CUST_4017,50,Male,Month-to-month,21.92,263.04,No,Fiber optic,12,No,Credit card,No
CUST_1487,50,Female,Month-to-month,105.12,3994.56,Yes,No,38,No,Credit card,No
CUST_4432,66,Female,Month-to-month,77.18,4399.26,No,DSL,57,Yes,Electronic check,No
CUST_4415,70,Female,Two year,80.38,482.28,Yes,Fiber optic,6,Yes,Mailed check,Yes
CUST_2014,20,Male,Month-to-month,75.34,2260.2,No,DSL,30,Yes,Credit card,No
CUST_635,58,Male,Month-to-month,97.02,5918.22,No,Fiber optic,61,Yes,Mailed check,Yes
CUST_1897,43,Female,One year,62.35,1870.5,No,DSL,30,No,Mailed check,No
CUST_3432,61,Female,One year,93.79,6659.09,No,DSL,71,No,Bank transfer,No
CUST_3164,33,Male,Month-to-month,30.35,424.9,No,DSL,14,No,Bank transfer,No
CUST_219,51,Male,Two year,69.44,2013.76,No,No,29,Yes,Credit card,No
CUST_3449,60,Male,One year,77.27,1777.21,Yes,DSL,23,No,Credit card,No
CUST_652,66,Female,Month-to-month,29.86,1433.28,Yes,Fiber optic,48,Yes,Electronic check,No
CUST_2595,60,Male,One year,48.13,1347.64,Yes,DSL,28,No,Electronic check,No
CUST_110,39,Male,Month-to-month,49.02,1323.54,No,DSL,27,Yes,Electronic check,Yes
CUST_3057,40,Female,Month-to-month,46.95,704.25,No,DSL,15,Yes,Credit card,No
CUST_4629,67,Male,Month-to-month,34.45,1722.5,No,Fiber optic,50,Yes,Credit card,No
CUST_1602,53,Female,Month-to-month,115.31,5880.81,No,Fiber optic,51,Yes,Mailed check,No
CUST_636,35,Female,Month-to-month,64.88,4346.96,No,DSL,67,Yes,Mailed check,No
CUST_1777,45,Male,One year,31.01,186.06,No,No,6,Yes,Electronic check,No
CUST_3972,55,Female,Two year,110.28,2646.72,Yes,DSL,24,No,Credit card,Yes
CUST_4079,27,Female,Month-to-month,85.53,5388.39,No,No,63,No,Mailed check,Yes
CUST_2528,55,Female,One year,47.34,615.42,No,Fiber optic,13,Yes,Bank transfer,No
CUST_1703,26,Female,Two year,60.46,1874.26,No,DSL,31,No,Credit card,No
CUST_4391,29,Male,Month-to-month,105.66,5388.66,Yes,DSL,51,No,Credit card,Yes
CUST_299,53,Male,Month-to-month,72.27,4553.01,Yes,No,63,Yes,Bank transfer,No
CUST_4889,45,Male,Month-to-month,43.83,0.0,No,No,0,Yes,Credit card,No
CUST_4966,54,Male,Two year,110.21,4518.61,No,No,41,No,Credit card,No
CUST_1281,44,Male,Month-to-month,114.49,7212.87,No,DSL,63,Yes,Mailed check,No
CUST_1899,41,Female,Month-to-month,96.74,677.18,Yes,No,7,Yes,Bank transfer,No
CUST_3612,53,Female,Month-to-month,110.07,3412.17,Yes,Fiber optic,31,Yes,Credit card,No
CUST_992,45,Male,Month-to-month,95.08,1521.28,No,Fiber optic,16,Yes,Bank transfer,No
CUST_2188,29,Female,One year,44.95,1438.4,No,DSL,32,Yes,Mailed check,Yes
CUST_2192,51,Female,Month-to-month,100.7,4229.4,No,DSL,42,Yes,Bank transfer,No
CUST_1852,23,Female,Two year,85.69,1628.11,No,DSL,19,Yes,Electronic check,No
CUST_3208,18,Male,Month-to-month,98.36,6196.68,Yes,No,63,Yes,Electronic check,No
CUST_4873,38,Female,Two year,77.88,311.52,No,Fiber optic,4,No,Electronic check,Yes
CUST_3569,43,Female,One year,32.38,841.88,No,DSL,26,Yes,Mailed check,No
CUST_675,29,Male,Month-to-month,107.29,6437.4,Yes,DSL,60,Yes,Mailed check,No
CUST_1644,45,Male,Month-to-month,71.54,2861.6,No,Fiber optic,40,Yes,Credit card,No
CUST_1822,60,Female,Month-to-month,66.29,3778.53,No,DSL,57,No,Mailed check,No
CUST_1574,51,Female,Two year,88.99,4538.49,No,DSL,51,Yes,Credit card,No
CUST_2028,59,Male,One year,47.38,1137.12,No,DSL,24,No,Mailed check,No
CUST_3494,62,Male,Month-to-month,31.06,434.84,No,DSL,14,Yes,Bank transfer,No
CUST_1314,36,Male,Month-to-month,25.71,1388.34,No,No,54,No,Credit card,No
CUST_1936,20,Female,Month-to-month,72.4,3692.4,No,Fiber optic,51,Yes,Bank transfer,No
CUST_2238,25,Male,Month-to-month,34.5,1380.0,No,DSL,40,Yes,Electronic check,No
CUST_1925,31,Female,Month-to-month,46.39,1577.26,No,Fiber optic,34,Yes,Electronic check,Yes
CUST_4259,21,Female,One year,77.65,1087.1,No,Fiber optic,14,Yes,Credit card,Yes
CUST_3887,63,Female,Two year,41.59,1705.19,Yes,Fiber optic,41,Yes,Credit card,No
CUST_2566,66,Male,Month-to-month,30.27,665.94,No,Fiber optic,22,Yes,Mailed check,No
CUST_4418,47,Male,Month-to-month,118.75,2850.0,No,DSL,24,Yes,Mailed check,No
CUST_4218,53,Male,Month-to-month,24.81,1687.08,No,No,68,Yes,Credit card,Yes
CUST_1432,68,Female,Month-to-month,77.21,4941.44,No,DSL,64,Yes,Credit card,No
CUST_4268,33,Male,One year,70.92,1914.84,No,No,27,Yes,Bank transfer,Yes
CUST_709,55,Female,One year,34.06,2247.96,Yes,Fiber optic,66,Yes,Bank transfer,No
CUST_676,22,Female,Month-to-month,76.51,2983.89,Yes,Fiber optic,39,No,Credit card,No
CUST_2980,28,Male,Month-to-month,117.54,2233.26,No,DSL,19,No,Bank transfer,No
CUST_4358,66,Male,Two year,77.12,5089.92,No,DSL,66,Yes,Bank transfer,No
CUST_2845,65,Male,One year,51.46,102.92,No,Fiber optic,2,Yes,Electronic check,Yes
CUST_664,61,Male,Month-to-month,89.52,4834.08,Yes,No,54,Yes,Electronic check,No
CUST_3581,19,Male,Month-to-month,83.34,5083.74,Yes,No,61,Yes,Electronic check,Yes
CUST_4039,18,Female,One year,97.1,3010.1,No,DSL,31,Yes,Bank transfer,No
CUST_4505,27,Male,Month-to-month,67.42,1550.66,Yes,Fiber optic,23,No,Bank transfer,No
CUST_2385,58,Male,One year,29.13,436.95,Yes,DSL,15,Yes,Credit card,No
CUST_3906,47,Male,One year,91.69,1650.42,No,DSL,18,Yes,Mailed check,No
CUST_1549,21,Female,Month-to-month,74.24,965.12,No,Fiber optic,13,Yes,Mailed check,Yes
CUST_1019,68,Female,Two year,32.31,1453.95,Yes,DSL,45,No,Mailed check,Yes
CUST_4207,21,Male,Month-to-month,31.39,1569.5,Yes,DSL,50,No,Electronic check,No
CUST_1748,26,Male,Month-to-month,90.21,4600.71,Yes,DSL,51,Yes,Credit card,No
CUST_4197,57,Female,Two year,112.89,6096.06,No,DSL,54,Yes,Bank transfer,No
CUST_3344,64,Male,Two year,115.94,2434.74,No,DSL,21,Yes,Electronic check,No
CUST_4306,57,Male,Two year,67.64,541.12,Yes,Fiber optic,8,No,Mailed check,No
CUST_3996,61,Female,Month-to-month,94.53,6711.63,No,No,71,Yes,Bank transfer,No
CUST_442,41,Female,One year,109.67,329.01,No,DSL,3,Yes,Mailed check,No
CUST_1418,45,Female,Two year,60.76,2248.12,No,Fiber optic,37,Yes,Electronic check,No
CUST_3537,56,Male,One year,101.68,3558.8,No,DSL,35,Yes,Bank transfer,No
CUST_1657,49,Female,Two year,119.03,7379.86,No,No,62,No,Mailed check,Yes
CUST_562,26,Male,Month-to-month,82.35,2223.45,Yes,DSL,27,No,Mailed check,No
CUST_4675,39,Female,Month-to-month,45.51,637.14,No,No,14,No,Credit card,No
CUST_3865,56,Male,One year,51.92,1661.44,No,Fiber optic,32,Yes,Mailed check,No
CUST_4588,37,Male,Month-to-month,21.17,910.31,No,DSL,43,No,Electronic check,No
CUST_92,43,Male,Two year,60.36,1750.44,Yes,No,29,Yes,Bank transfer,No
CUST_3964,60,Male,One year,58.05,696.6,Yes,DSL,12,No,Credit card,No
CUST_1064,19,Female,Two year,48.52,2086.36,Yes,DSL,43,Yes,Bank transfer,Yes
CUST_1496,38,Male,Two year,90.21,4239.87,No,No,47,Yes,Electronic check,No
CUST_1984,29,Female,Month-to-month,113.78,3527.18,No,DSL,31,Yes,Electronic check,No
CUST_834,68,Male,Month-to-month,97.72,6156.36,Yes,DSL,63,No,Mailed check,Yes
CUST_619,43,Female,Two year,60.81,243.24,No,DSL,4,No,Electronic check,No
CUST_3876,25,Female,One year,89.87,5751.68,Yes,Fiber optic,64,Yes,Mailed check,Yes
CUST_180,67,Male,One year,69.45,4444.8,No,No,64,Yes,Mailed check,Yes
CUST_1801,19,Female,Month-to-month,68.49,273.96,No,Fiber optic,4,Yes,Electronic check,Yes
CUST_3655,23,Male,Month-to-month,47.88,1580.04,No,No,33,Yes,Electronic check,No
CUST_2337,56,Female,Two year,43.24,735.08,Yes,DSL,17,Yes,Credit card,No
CUST_2653,56,Male,One year,22.26,1402.38,No,DSL,63,Yes,Electronic check,No
CUST_4175,28,Male,Month-to-month,101.12,2730.24,Yes,Fiber optic,27,Yes,Mailed check,Yes
CUST_4458,26,Male,One year,22.37,1431.68,No,Fiber optic,64,Yes,Bank transfer,No
CUST_1256,36,Female,Month-to-month,101.47,3957.33,No,DSL,39,Yes,Mailed check,No
CUST_2104,30,Female,Month-to-month,22.7,544.8,No,DSL,24,Yes,Bank transfer,No
CUST_566,43,Male,Two year,92.49,4254.54,No,Fiber optic,46,No,Electronic check,Yes
CUST_3133,26,Male,Month-to-month,70.13,0.0,No,No,0,Yes,Mailed check,Yes
CUST_3126,57,Male,Month-to-month,81.87,409.35,No,Fiber optic,5,Yes,Mailed check,No
CUST_3023,25,Female,Month-to-month,47.87,1723.32,No,No,36,Yes,Bank transfer,Yes
CUST_4406,49,Female,Month-to-month,80.08,2002.0,Yes,Fiber optic,25,No,Mailed check,Yes
CUST_4618,53,Male,Month-to-month,102.18,6437.34,Yes,DSL,63,Yes,Bank transfer,No
CUST_4074,63,Female,Month-to-month,46.79,2339.5,Yes,DSL,50,Yes,Mailed check,No
CUST_1983,36,Male,Month-to-month,46.08,414.72,Yes,DSL,9,Yes,Credit card,Yes
CUST_595,63,Female,Two year,45.69,2650.02,No,No,58,No,Credit card,No
CUST_3997,28,Female,Month-to-month,64.78,906.92,No,Fiber optic,14,Yes,Mailed check,No
CUST_745,28,Female,One year,37.03,259.21,No,No,7,Yes,Mailed check,No
CUST_1907,33,Male,Two year,46.64,373.12,No,No,8,Yes,Mailed check,No
CUST_1903,48,Male,Month-to-month,31.12,2147.28,No,DSL,69,Yes,Electronic check,No
CUST_4034,20,Female,Month-to-month,35.41,1345.58,No,DSL,38,No,Credit card,No
CUST_1878,49,Male,Month-to-month,28.57,771.39,No,Fiber optic,27,No,Credit card,No
CUST_3912,45,Female,Two year,65.39,2811.77,No,DSL,43,Yes,Bank transfer,Yes
CUST_3948,38,Female,One year,61.11,672.21,No,DSL,11,Yes,Bank transfer,No
CUST_4570,64,Male,Two year,104.74,5655.96,No,No,54,Yes,Bank transfer,No
CUST_3687,49,Male,Month-to-month,110.3,3419.3,No,Fiber optic,31,Yes,Electronic check,No
CUST_3752,70,Female,Month-to-month,67.39,4043.4,No,DSL,60,No,Electronic check,No
CUST_4396,42,Female,Month-to-month,27.73,942.82,No,Fiber optic,34,Yes,Mailed check,No
CUST_921,59,Male,Two year,45.68,1918.56,Yes,Fiber optic,42,Yes,Electronic check,Yes
CUST_3758,43,Female,Two year,107.01,4173.39,No,DSL,39,No,Mailed check,Yes
CUST_1518,44,Male,Two year,78.34,3917.0,No,Fiber optic,50,Yes,Credit card,Yes
CUST_4560,52,Male,Month-to-month,46.89,1219.14,No,Fiber optic,26,Yes,Bank transfer,Yes
CUST_4882,49,Male,Two year,98.75,1382.5,No,DSL,14,Yes,Bank transfer,No
CUST_3481,42,Female,One year,53.18,106.36,No,DSL,2,Yes,Electronic check,No
CUST_2882,28,Male,Two year,108.54,1411.02,No,Fiber optic,13,Yes,Mailed check,No
CUST_541,33,Male,Two year,64.6,775.2,No,Fiber optic,12,No,Electronic check,Yes
CUST_1420,66,Male,One year,106.76,0.0,Yes,No,0,No,Bank transfer,No
CUST_3593,18,Male,One year,86.89,3214.93,No,DSL,37,No,Credit card,No
CUST_4756,37,Female,Month-to-month,55.1,3912.1,No,Fiber optic,71,Yes,Mailed check,No
CUST_3549,23,Male,Month-to-month,62.92,1006.72,No,DSL,16,Yes,Mailed check,No
CUST_4005,26,Male,Month-to-month,72.3,5133.3,No,DSL,71,Yes,Credit card,No
CUST_750,58,Male,Month-to-month,115.3,4727.3,No,DSL,41,Yes,Electronic check,No
CUST_4812,28,Male,One year,82.24,5263.36,No,Fiber optic,64,No,Electronic check,No
CUST_95,27,Female,Month-to-month,47.12,282.72,No,DSL,6,Yes,Electronic check,No
CUST_4929,48,Female,Month-to-month,39.08,2149.4,No,No,55,Yes,Credit card,No
CUST_1397,63,Male,One year,41.54,1827.76,No,No,44,Yes,Credit card,No
CUST_4444,27,Female,Two year,111.62,6473.96,Yes,No,58,Yes,Bank transfer,No
CUST_1872,36,Female,Month-to-month,90.66,4351.68,Yes,Fiber optic,48,Yes,Credit card,No
CUST_4684,35,Female,Month-to-month,69.26,4155.6,No,Fiber optic,60,Yes,Bank transfer,No
CUST_3491,21,Female,Two year,53.84,3553.44,No,Fiber optic,66,No,Electronic check,No
CUST_3168,19,Male,Month-to-month,23.03,759.99,Yes,No,33,No,Mailed check,No
CUST_570,57,Male,Two year,44.72,581.36,No,DSL,13,Yes,Credit card,No
CUST_1643,65,Female,Month-to-month,107.44,4082.72,No,Fiber optic,38,No,Credit card,No
CUST_364,47,Female,Month-to-month,89.26,5801.9,No,No,65,Yes,Credit card,No
CUST_4583,27,Male,Month-to-month,87.24,1046.88,No,No,12,Yes,Electronic check,No
CUST_2836,18,Male,Two year,52.79,3378.56,Yes,DSL,64,Yes,Bank transfer,No
CUST_18,43,Female,Month-to-month,70.13,3436.37,No,Fiber optic,49,Yes,Electronic check,No
CUST_4276,42,Female,Month-to-month,101.63,6504.32,No,Fiber optic,64,Yes,Electronic check,Yes
CUST_3043,36,Male,Two year,106.58,4476.36,Yes,No,42,Yes,Electronic check,No
CUST_1588,59,Female,Two year,113.69,795.83,No,DSL,7,No,Credit card,Yes
CUST_2071,67,Female,Month-to-month,92.67,1204.71,Yes,Fiber optic,13,Yes,Bank transfer,Yes
CUST_4833,18,Female,Month-to-month,108.77,435.08,No,DSL,4,Yes,Mailed check,No
CUST_4797,52,Female,Two year,23.03,759.99,Yes,DSL,33,Yes,Bank transfer,No
CUST_2575,42,Male,Month-to-month,80.3,722.7,Yes,DSL,9,No,Credit card,Yes
CUST_940,64,Male,Month-to-month,38.55,539.7,No,DSL,14,No,Electronic check,No
CUST_4248,62,Female,Month-to-month,28.89,606.69,Yes,DSL,21,No,Credit card,No
CUST_4518,50,Male,Month-to-month,100.1,2102.1,No,Fiber optic,21,No,Bank transfer,No
CUST_3413,42,Male,Month-to-month,115.98,8350.56,No,Fiber optic,72,No,Mailed check,No
CUST_3242,57,Male,Month-to-month,63.95,2110.35,No,Fiber optic,33,Yes,Mailed check,No
CUST_2015,28,Male,Two year,34.35,790.05,No,Fiber optic,23,Yes,Credit card,No
CUST_1606,57,Male,Two year,94.84,6543.96,Yes,No,69,Yes,Bank transfer,No
CUST_162,49,Female,One year,95.09,1901.8,No,DSL,20,Yes,Mailed check,No
CUST_2045,48,Male,Month-to-month,113.3,3059.1,Yes,DSL,27,No,Electronic check,Yes
CUST_99,70,Female,Month-to-month,95.54,6783.34,No,DSL,71,Yes,Electronic check,No
CUST_1986,32,Male,Month-to-month,89.47,89.47,Yes,Fiber optic,1,Yes,Electronic check,Yes
CUST_3599,19,Female,Month-to-month,64.42,4187.3,No,Fiber optic,65,Yes,Electronic check,No
CUST_3072,52,Female,Month-to-month,93.12,5400.96,No,Fiber optic,58,Yes,Credit card,No
CUST_4168,32,Male,Two year,52.21,1879.56,No,Fiber optic,36,Yes,Mailed check,Yes
CUST_1691,20,Female,Month-to-month,67.71,541.68,Yes,No,8,Yes,Credit card,No
CUST_4004,64,Female,Month-to-month,70.58,4164.22,Yes,Fiber optic,59,Yes,Credit card,No
CUST_2358,56,Female,Month-to-month,33.35,166.75,Yes,Fiber optic,5,Yes,Mailed check,No
CUST_3840,69,Male,Month-to-month,44.71,357.68,No,Fiber optic,8,Yes,Credit card,No
CUST_695,64,Female,Month-to-month,24.1,723.0,No,Fiber optic,30,No,Electronic check,Yes
CUST_2549,55,Male,One year,97.54,6730.26,Yes,Fiber optic,69,Yes,Mailed check,No
CUST_52,41,Male,One year,80.59,3626.55,No,DSL,45,No,Mailed check,Yes
CUST_340,40,Male,Month-to-month,73.25,3149.75,No,DSL,43,Yes,Bank transfer,No
CUST_3671,36,Female,Month-to-month,39.02,1794.92,No,Fiber optic,46,No,Electronic check,No
CUST_1184,18,Male,Month-to-month,50.77,2995.43,No,Fiber optic,59,Yes,Bank transfer,No
CUST_3062,31,Male,One year,75.32,677.88,No,DSL,9,Yes,Mailed check,No
CUST_3406,51,Female,Two year,115.95,2782.8,Yes,Fiber optic,24,No,Bank transfer,No
CUST_4791,48,Male,Month-to-month,47.7,1478.7,Yes,No,31,No,Credit card,No
CUST_924,50,Female,One year,57.0,912.0,Yes,Fiber optic,16,Yes,Mailed check,No
CUST_2142,61,Female,One year,25.45,25.45,No,DSL,1,Yes,Credit card,No
CUST_903,25,Female,Month-to-month,104.09,5516.77,No,DSL,53,Yes,Credit card,No
CUST_1197,36,Male,Month-to-month,49.49,2870.42,No,DSL,58,Yes,Credit card,No
CUST_2336,25,Female,Month-to-month,71.62,644.58,Yes,DSL,9,No,Credit card,No
CUST_3374,35,Male,Month-to-month,103.72,3837.64,Yes,Fiber optic,37,Yes,Bank transfer,No
CUST_4462,56,Female,One year,60.83,364.98,Yes,Fiber optic,6,No,Electronic check,No
CUST_3027,27,Female,Month-to-month,100.35,2508.75,No,No,25,Yes,Bank transfer,No
CUST_2740,67,Male,Month-to-month,39.47,2407.67,Yes,No,61,No,Credit card,No
CUST_1370,58,Male,Two year,115.37,2538.14,No,Fiber optic,22,No,Bank transfer,No
CUST_4715,67,Male,Month-to-month,113.05,2487.1,Yes,DSL,22,Yes,Electronic check,No
CUST_2113,22,Female,Two year,38.01,1710.45,No,Fiber optic,45,Yes,Electronic check,No
CUST_1456,27,Female,One year,81.57,1712.97,No,DSL,21,Yes,Electronic check,Yes
CUST_1038,41,Male,Month-to-month,108.25,2706.25,Yes,No,25,Yes,Bank transfer,No
CUST_4753,67,Male,Month-to-month,66.71,1667.75,No,DSL,25,No,Mailed check,No
CUST_3710,60,Male,Month-to-month,21.86,437.2,No,DSL,20,Yes,Electronic check,No
CUST_1190,69,Female,One year,88.92,2756.52,No,Fiber optic,31,Yes,Bank transfer,No
CUST_462,64,Female,Month-to-month,23.98,935.22,No,DSL,39,Yes,Mailed check,No
CUST_835,22,Female,One year,69.88,3843.4,Yes,No,55,Yes,Credit card,No
CUST_292,29,Male,Month-to-month,101.71,5390.63,No,Fiber optic,53,No,Bank transfer,No
CUST_4050,62,Female,Two year,70.23,3230.58,No,Fiber optic,46,Yes,Mailed check,No
CUST_429,24,Male,Month-to-month,61.56,1969.92,No,No,32,Yes,Credit card,No
CUST_3498,42,Female,Month-to-month,99.84,1297.92,No,No,13,Yes,Credit card,Yes
CUST_1220,67,Male,Month-to-month,110.91,1885.47,Yes,Fiber optic,17,Yes,Credit card,No
CUST_2656,53,Female,Month-to-month,111.6,2901.6,Yes,Fiber optic,26,No,Electronic check,No
CUST_117,39,Male,Month-to-month,65.18,4301.88,Yes,No,66,Yes,Credit card,No
CUST_1850,50,Female,Month-to-month,112.34,1348.08,Yes,Fiber optic,12,Yes,Mailed check,No
CUST_1642,55,Female,Month-to-month,63.01,2709.43,No,DSL,43,Yes,Bank transfer,Yes
CUST_860,27,Female,Two year,55.75,2787.5,Yes,Fiber optic,50,Yes,Mailed check,No
CUST_2374,34,Female,Month-to-month,35.4,1309.8,No,DSL,37,No,Electronic check,No
CUST_4486,48,Male,Month-to-month,74.13,1408.47,No,Fiber optic,19,No,Electronic check,Yes
CUST_1880,61,Female,Month-to-month,98.56,1675.52,Yes,DSL,17,Yes,Mailed check,No
CUST_1113,27,Male,Two year,62.44,2497.6,No,DSL,40,Yes,Mailed check,No
CUST_4466,24,Female,One year,112.27,561.35,Yes,DSL,5,Yes,Electronic check,Yes
CUST_4935,54,Male,Two year,59.97,3538.23,No,DSL,59,Yes,Mailed check,No
CUST_1632,61,Male,One year,78.26,5243.42,Yes,DSL,67,No,Electronic check,No
CUST_1371,48,Female,Two year,63.0,3591.0,No,DSL,57,No,Bank transfer,No
CUST_1610,58,Female,Two year,56.15,673.8,Yes,No,12,Yes,Credit card,No
CUST_789,37,Female,Month-to-month,78.03,2340.9,No,Fiber optic,30,Yes,Bank transfer,No
CUST_2399,34,Female,Month-to-month,74.92,4195.52,No,DSL,56,Yes,Bank transfer,No
CUST_3254,65,Female,Month-to-month,115.75,4051.25,No,Fiber optic,35,Yes,Bank transfer,No
CUST_1515,36,Female,Two year,83.21,5575.07,No,Fiber optic,67,No,Credit card,No
CUST_1368,41,Male,Two year,40.61,2599.04,No,Fiber optic,64,Yes,Mailed check,Yes
CUST_2775,67,Male,One year,66.77,4340.05,No,Fiber optic,65,Yes,Bank transfer,No
CUST_2985,46,Female,Month-to-month,37.06,2483.02,Yes,DSL,67,No,Bank transfer,Yes
CUST_4934,25,Female,Two year,99.06,4457.7,No,DSL,45,Yes,Bank transfer,No
CUST_3519,48,Female,One year,55.04,880.64,No,No,16,Yes,Electronic check,No
CUST_2842,33,Male,Two year,40.88,0.0,Yes,No,0,No,Bank transfer,No
CUST_3733,46,Male,Month-to-month,48.25,530.75,No,No,11,No,Bank transfer,No
CUST_1253,51,Male,Month-to-month,95.53,1337.42,No,Fiber optic,14,Yes,Bank transfer,No
CUST_233,68,Male,Month-to-month,79.53,4215.09,No,Fiber optic,53,Yes,Bank transfer,No
CUST_4149,41,Male,Two year,91.65,4124.25,No,DSL,45,Yes,Mailed check,No
CUST_261,58,Female,Month-to-month,26.14,548.94,Yes,DSL,21,No,Bank transfer,No
CUST_4092,68,Male,Month-to-month,69.42,3123.9,No,DSL,45,No,Bank transfer,No
CUST_3645,36,Female,Month-to-month,60.54,2118.9,Yes,Fiber optic,35,Yes,Bank transfer,No
CUST_4105,23,Male,Two year,58.48,643.28,Yes,DSL,11,Yes,Credit card,No
CUST_3873,24,Male,Month-to-month,104.15,7498.8,Yes,Fiber optic,72,Yes,Mailed check,No
CUST_830,68,Male,Month-to-month,99.87,6092.07,Yes,Fiber optic,61,Yes,Mailed check,No
CUST_4185,59,Female,Month-to-month,119.77,1317.47,Yes,Fiber optic,11,No,Bank transfer,No
CUST_3931,18,Female,Month-to-month,40.06,1201.8,No,Fiber optic,30,No,Credit card,No
CUST_40,52,Female,One year,27.7,1246.5,No,No,45,No,Credit card,No
CUST_3296,46,Female,Month-to-month,58.27,2505.61,No,No,43,No,Credit card,No
CUST_4841,55,Female,One year,21.54,1464.72,No,Fiber optic,68,Yes,Electronic check,No
CUST_3379,31,Male,Month-to-month,54.73,2627.04,Yes,Fiber optic,48,Yes,Mailed check,No
CUST_124,38,Female,Month-to-month,31.99,191.94,Yes,No,6,No,Electronic check,No
CUST_883,55,Male,Two year,38.48,500.24,No,Fiber optic,13,Yes,Electronic check,No
CUST_4211,22,Male,Two year,27.0,1188.0,Yes,Fiber optic,44,No,Bank transfer,No
CUST_526,69,Male,One year,70.02,1190.34,Yes,Fiber optic,17,Yes,Credit card,Yes
CUST_4602,50,Female,Month-to-month,68.88,344.4,No,DSL,5,No,Mailed check,Yes
CUST_1867,53,Female,Month-to-month,64.88,3049.36,No,DSL,47,Yes,Credit card,No
CUST_2063,20,Female,Month-to-month,80.86,3072.68,No,Fiber optic,38,Yes,Credit card,No
CUST_1979,62,Male,Two year,61.74,1234.8,No,Fiber optic,20,Yes,Bank transfer,Yes
CUST_3403,58,Female,One year,98.08,4805.92,Yes,No,49,Yes,Electronic check,No
CUST_216,31,Female,One year,84.41,844.1,No,Fiber optic,10,Yes,Mailed check,No
CUST_3298,42,Male,Month-to-month,28.14,1435.14,No,DSL,51,Yes,Bank transfer,No
CUST_4099,60,Female,Month-to-month,109.62,876.96,Yes,DSL,8,Yes,Electronic check,No
CUST_4429,66,Female,Month-to-month,104.66,2616.5,No,No,25,Yes,Mailed check,No
CUST_3754,53,Male,One year,82.53,3301.2,No,Fiber optic,40,No,Bank transfer,No
CUST_4261,28,Male,Month-to-month,64.62,4394.16,No,DSL,68,No,Electronic check,No
CUST_3423,31,Female,Two year,107.21,4931.66,No,No,46,Yes,Mailed check,No
CUST_2133,51,Male,Two year,59.82,897.3,Yes,DSL,15,Yes,Mailed check,No
CUST_1752,39,Female,Month-to-month,78.66,2674.44,No,DSL,34,Yes,Mailed check,No
CUST_3230,65,Male,Two year,60.72,425.04,Yes,DSL,7,Yes,Bank transfer,No
CUST_1279,45,Female,Month-to-month,79.79,957.48,No,DSL,12,Yes,Electronic check,No
CUST_4177,61,Female,One year,97.14,679.98,Yes,No,7,Yes,Bank transfer,No
CUST_3866,53,Female,Month-to-month,51.47,2676.44,No,Fiber optic,52,No,Bank transfer,No
CUST_2545,27,Female,Two year,63.21,0.0,No,Fiber optic,0,No,Credit card,Yes
CUST_326,35,Male,Month-to-month,28.96,695.04,No,DSL,24,Yes,Bank transfer,No
CUST_4543,19,Male,One year,25.04,375.6,Yes,No,15,Yes,Credit card,No
CUST_727,24,Female,One year,64.74,1359.54,No,Fiber optic,21,Yes,Bank transfer,No
CUST_3760,23,Male,Two year,51.19,870.23,No,Fiber optic,17,Yes,Mailed check,Yes
CUST_873,18,Male,Month-to-month,63.67,1082.39,No,No,17,Yes,Credit card,No
CUST_4999,25,Female,Month-to-month,116.98,2105.64,No,No,18,No,Mailed check,No
CUST_4766,40,Male,One year,98.26,1080.86,No,No,11,Yes,Credit card,No
CUST_165,28,Female,Month-to-month,51.78,621.36,Yes,Fiber optic,12,Yes,Electronic check,No
CUST_2736,46,Female,Two year,69.94,559.52,No,No,8,No,Bank transfer,No
CUST_3093,37,Female,Month-to-month,110.91,5989.14,Yes,DSL,54,No,Bank transfer,Yes
CUST_2208,28,Female,One year,110.09,4843.96,Yes,DSL,44,Yes,Electronic check,No
CUST_2735,34,Female,Month-to-month,109.29,2295.09,No,DSL,21,Yes,Mailed check,Yes
CUST_629,50,Female,Month-to-month,55.29,1879.86,No,No,34,Yes,Electronic check,No
CUST_868,69,Male,Month-to-month,25.52,867.68,Yes,DSL,34,No,Bank transfer,No
CUST_2984,44,Female,Month-to-month,54.51,3379.62,No,DSL,62,No,Credit card,No
CUST_2217,60,Female,One year,22.3,735.9,No,DSL,33,Yes,Credit card,No
CUST_4025,55,Male,Two year,115.82,694.92,No,Fiber optic,6,No,Electronic check,No
CUST_822,26,Female,Two year,73.16,512.12,No,Fiber optic,7,Yes,Bank transfer,No
CUST_4897,51,Male,Two year,58.65,3284.4,Yes,DSL,56,Yes,Credit card,Yes
CUST_3271,36,Female,Month-to-month,33.73,1484.12,No,No,44,Yes,Credit card,No
